seconds district
0.004103338 90
0.008216586 18
0.009859921 68
0.012051081 81
0.033140553 91
0.035879491 45
0.04847835 15
0.050121685 26
0.052860578 27
0.063268369 78
0.064363926 72
0.06655504 36
0.069293932 89
0.070937268 2
0.074223939 4
0.076962831 4
0.080249502 31
0.093396186 42
0.095039521 38
0.097778413 84
0.101065084 80
0.103256198 50
0.104899534 34
0.107638426 0
0.10982954 39
0.111472875 37
0.114211768 80
0.116402882 26
0.118046217 84
0.128454008 74
0.139409578 58
0.141052913 25
0.144065695 14
0.147352366 44
0.150639037 49
0.152282372 75
0.153925708 10
0.163237942 54
0.168715727 23
0.171454619 88
0.173645733 95
0.175289069 10
0.176932404 10
0.178575739 52
0.180219075 32
0.18186241 94
0.185149081 74
0.187340195 58
0.205964664 67
0.207607999 22
0.209799113 32
0.211990227 60
0.214729119 62
0.231710252 92
0.234996923 72
0.236640259 86
0.238831372 74
0.240474708 57
0.242118043 84
0.244856936 90
0.246500271 55
0.248143607 94
0.250334721 2
0.253073613 77
0.254716948 53
0.258277509 56
0.271424192 20
0.273615306 18
0.27580642 30
0.277997534 14
0.280188648 0
0.283475319 35
0.285118654 0
0.313603135 3
0.315246471 83
0.317437585 51
0.31908092 58
0.321819812 54
0.323463148 80
0.325106483 23
0.326749819 58
0.328940933 22
0.331679825 20
0.333323161 17
0.334966496 77
0.338253167 38
0.340444281 21
0.342087616 43
0.343730952 38
0.346469844 20
0.349756515 48
0.35139985 15
0.353043186 70
0.354686521 38
0.356329857 4
0.366737648 11
0.368380983 41
0.370024319 66
0.371941544 18
0.373584879 96
0.375228214 7
0.377967107 48
0.379610442 52
0.382349335 40
0.38399267 52
0.386731563 77
0.388922676 54
0.391661569 86
0.39494824 87
0.397687132 44
0.399878246 21
0.401521582 51
0.403164917 77
0.406451588 59
0.408094923 89
0.410286037 55
0.411929373 54
0.414668265 28
0.416859379 77
0.419050493 16
0.420693828 97
0.422337164 80
0.425076056 16
0.42726717 38
0.430006063 96
0.433292733 94
0.43438829 91
0.436031626 87
0.43822274 16
0.439866075 79
0.461777215 74
0.464516107 72
0.466707221 49
0.469446113 74
0.471089449 41
0.47437612 77
0.476567234 91
0.478210569 80
0.479853904 47
0.48149724 91
0.484236132 91
0.487248914 12
0.489440028 81
0.491083363 33
0.493274477 29
0.494917813 11
0.497656705 2
0.500943376 7
0.502586711 63
0.505325604 26
0.506968939 69
0.508612275 17
0.511351167 99
0.513542281 5
0.515185617 44
0.516828952 75
0.518472287 37
0.520115623 96
0.521758958 61
0.523950072 91
0.525593408 94
0.527784522 66
0.529427857 7
0.532714528 76
0.534905642 51
0.537096756 76
0.546956768 65
0.550243439 2
0.552434553 94
0.554077889 55
0.555721224 23
0.55736456 80
0.559555674 48
0.561746787 96
0.565033458 64
0.567772351 61
0.570511243 92
0.573797914 90
0.57544125 57
0.577632363 82
0.579275699 76
0.58256237 97
0.585301262 66
0.587492376 32
0.590231269 81
0.591874604 86
0.593517939 75
0.59680461 72
0.599543503 75
0.602008506 41
0.60419962 29
0.608034069 83
0.610225183 69
0.612964076 73
0.615155189 52
0.616798525 73
0.619537417 62
0.621180753 71
0.623919645 30
0.625562981 90
0.628849651 91
0.631588544 32
0.633779658 26
0.635422993 72
0.641448557 13
0.650760791 87
0.652404126 11
0.654047462 50
0.656786354 24
0.658977468 74
0.660620803 0
0.663907474 90
0.666098588 28
0.669385259 91
0.672124152 44
0.674863044 24
0.676506379 66
0.678149715 11
0.67979305 44
0.682531943 12
0.684175278 82
0.686914171 27
0.689653063 15
0.691296398 36
0.694035291 26
0.695130848 14
0.696774183 12
0.699513076 71
0.701156411 67
0.703895304 90
0.706634196 18
0.708277531 41
0.710468645 11
0.712659759 59
0.714576984 66
0.716220319 99
0.718959212 72
0.721150326 44
0.722793661 82
0.725532554 47
0.727175889 74
0.728819224 93
0.731558117 28
0.743609243 33
0.745252579 12
0.746895914 4
0.74853925 61
0.750182585 48
0.751825921 74
0.754564813 31
0.757303705 57
0.759494819 64
0.761685933 24
0.763329269 42
0.76661594 91
0.768259275 51
0.769902611 71
0.771545946 60
0.773189281 43
0.775380395 20
0.778119288 78
0.779762623 69
0.781405959 68
0.783049294 59
0.785788187 3
0.787431522 55
0.789622636 75
0.792909307 57
0.795648199 30
0.797839313 25
0.799482649 76
0.801673763 28
0.803317098 98
0.805508212 19
0.807151547 16
0.808794883 72
0.810438218 16
0.811533775 94
0.814272668 68
0.815916003 46
0.818654895 81
0.820298231 77
0.823037123 80
0.833171025 6
0.835909918 33
0.844674373 28
0.846317709 88
0.849056601 66
0.850699937 68
0.852343272 58
0.853438829 34
0.856177721 56
0.858916614 35
0.860559949 72
0.862203285 94
0.86384662 62
0.865489956 65
0.867133291 93
0.869872183 39
0.872611076 32
0.874254411 54
0.876993304 13
0.878636639 32
0.880279975 55
0.883566646 5
0.885209981 59
0.887948873 30
0.889592209 54
0.891235544 52
0.893974437 91
0.895617772 90
0.897261108 6
